Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1977","1977","t","9370336","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1978","1978","t","18090000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1979","1979","t","16188000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1980","1980","t","10856000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1981","1981","t","16360000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1982","1982","t","8875571","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1983","1983","t","22016000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1984","1984","t","18666032","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1985","1985","t","15999000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1986","1986","t","16119000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1987","1987","t","12287000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1988","1988","t","13935000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1989","1989","t","14214495","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1990","1990","t","15066100","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1991","1991","t","10557400","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1992","1992","t","14738678","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1993","1993","t","16479000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1994","1994","t","8961000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1995","1995","t","16504000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1996","1996","t","22924200","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1997","1997","t","19224000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1998","1998","t","21464800","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","1999","1999","t","24757000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2000","2000","t","22108000","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2001","2001","t","24299335","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2002","2002","t","10131924","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2003","2003","t","26131870","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2004","2004","t","21905113","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2005","2005","t","25150343","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2006","2006","t","10821628","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2007","2007","t","13569378","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2008","2008","t","21420177","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2009","2009","t","21834010","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2010","2010","t","27410076","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2011","2011","t","29905009","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2012","2012","t","22855576","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2013","2013","t","25303037","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2014","2014","t","23742560","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2015","2015","t","22274514","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2016","2016","t","31818743.54","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2017","2017","t","20941134","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2018","2018","t","17597560.79","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2019","2019","t","14480217.44","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2020","2020","t","31922554.7","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2021","2021","t","36237477.23","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2022","2022","t","41199486","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2023","2023","t","28028429","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5510","Production","0111","Wheat","2024","2024","t","34110000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1961","1961","t","17000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1962","1962","t","28822","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1963","1963","t","31398","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1964","1964","t","37603","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1965","1965","t","31943","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1966","1966","t","37361","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1967","1967","t","38003","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1968","1968","t","38494","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1969","1969","t","40582","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1970","1970","t","44355","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1971","1971","t","48893","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1972","1972","t","49591","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1973","1973","t","54375","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1974","1974","t","51047","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1975","1975","t","52057","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1976","1976","t","57535","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1977","1977","t","60009","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1978","1978","t","63203","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1979","1979","t","66348","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1980","1980","t","67691","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1981","1981","t","69393","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1982","1982","t","66580","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1983","1983","t","71090","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1984","1984","t","74641","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1985","1985","t","71734","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1986","1986","t","73985","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1987","1987","t","75924","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1988","1988","t","75144","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1989","1989","t","74312","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1990","1990","t","74850","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1991","1991","t","76733","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1992","1992","t","79195","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1993","1993","t","81429","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1994","1994","t","82851","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1995","1995","t","81503","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1996","1996","t","82492","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1997","1997","t","87505","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1998","1998","t","89378","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","1999","1999","t","88406","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2000","2000","t","87052","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2001","2001","t","87722","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2002","2002","t","87305","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2003","2003","t","88404","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2004","2004","t","88820","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2005","2005","t","89208","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2006","2006","t","85059","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2007","2007","t","95221","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2008","2008","t","97095","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2009","2009","t","100137","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2010","2010","t","107195","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2011","2011","t","112345","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2012","2012","t","108794","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2013","2013","t","109176","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","t","113966","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2015","2015","t","116600","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2016","2016","t","125900","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2017","2017","t","127200","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2018","2018","t","109590","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2019","2019","t","115510","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","t","125000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2021","2021","t","129390","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","128404","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","127924","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1961","1961","t","2901500","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1962","1962","t","3004900","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1963","1963","t","3049200","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1964","1964","t","3127600","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1965","1965","t","3209200","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1966","1966","t","3216000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1967","1967","t","3360500","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1968","1968","t","3356900","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1969","1969","t","3341100","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1970","1970","t","3328400","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1971","1971","t","3282300","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1972","1972","t","3285800","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1973","1973","t","3276900","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1974","1974","t","3282500","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1975","1975","t","3265100","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1976","1976","t","3290300","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1977","1977","t","3347500","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1978","1978","t","3375259","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1979","1979","t","3342592","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1980","1980","t","3430006","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1981","1981","t","3530200","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1982","1982","t","3589265","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1983","1983","t","3671060","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1984","1984","t","3768687","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1985","1985","t","3797030","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1986","1986","t","3776452","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1987","1987","t","3724655","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1988","1988","t","3353447","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1989","1989","t","3351203","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1990","1990","t","3349855","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1991","1991","t","3329700","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1992","1992","t","3286583","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1993","1993","t","3269622","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1994","1994","t","3278429","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1995","1995","t","2948170","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1996","1996","t","2956591","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1997","1997","t","3015009","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1998","1998","t","3042623","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","1999","1999","t","3131892","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2000","2000","t","3233156","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2001","2001","t","3299567","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2002","2002","t","3292203","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2003","2003","t","3229885","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2004","2004","t","3137322","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2005","2005","t","3113658","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2006","2006","t","3146657","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2007","2007","t","3155068","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2008","2008","t","3195948","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2009","2009","t","3229809","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2010","2010","t","3257738","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2011","2011","t","3307130","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2012","2012","t","3382076","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2013","2013","t","3393057","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2014","2014","t","3493861","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2015","2015","t","3537757","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2016","2016","t","3627606","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2017","2017","t","3712727","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2018","2018","t","3821190","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2019","2019","t","3781340","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2020","2020","t","3815470","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2021","2021","t","3830140","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2022","2022","t","3942500","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2023","2023","t","3678790","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","02211","Raw milk of cattle","2024","2024","t","4020700","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1961","1961","t","711673","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1962","1962","t","706206","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1963","1963","t","689528","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1964","1964","t","750534","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1965","1965","t","660712","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1966","1966","t","896906","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1967","1967","t","1045402","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1968","1968","t","1044709","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1969","1969","t","950279","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1970","1970","t","810424","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1971","1971","t","974281","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1972","1972","t","863310","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1973","1973","t","939152","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1974","1974","t","1101762","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1975","1975","t","945188","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1976","1976","t","1233520","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1977","1977","t","1071848","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1978","1978","t","1194808","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1979","1979","t","849921","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1980","1980","t","1200599","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1981","1981","t","1025011","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1982","1982","t","1236355","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1983","1983","t","1417365","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1984","1984","t","1501000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1985","1985","t","1562776","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1986","1986","t","1414599","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1987","1987","t","1450734","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1988","1988","t","1559993","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1989","1989","t","1362951","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1990","1990","t","1404468","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1991","1991","t","1375253","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1992","1992","t","1325401","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1993","1993","t","1018013","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1994","1994","t","1255122","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1995","1995","t","1301445","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1996","1996","t","1239723","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1997","1997","t","1352281","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1998","1998","t","1341820","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","1999","1999","t","1416200","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2000","2000","t","1312962","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2001","2001","t","1508283","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2002","2002","t","1434208.07","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2003","2003","t","1191380","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2004","2004","t","1718825.23","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2005","2005","t","1453072","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2006","2006","t","1396300","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2007","2007","t","1399341","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2008","2008","t","1689688","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2009","2009","t","1523368","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2010","2010","t","1517805","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2011","2011","t","1781837","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2012","2012","t","1275498","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2013","2013","t","1597706.42","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2014","2014","t","1804018.24","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2015","2015","t","1725736.81","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2016","2016","t","1970363.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2017","2017","t","1437143","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","0111","Wheat","2018","2018","t","1367060","A","Official figure",""
